job_title,company,city,job_type,experience_level,min_experience_years,salary_pkr_k,required_skills,education,job_description,benefits,date_posted,company_tier,is_ai_ml_role,job_title_clean,required_skills_clean,skill_list,skill_count,description_clean,year_posted,month_posted,quarter,location_type,city_clean,salary_band
Full Stack Developer,Arbisoft,Karachi,Freelance,Senior,5.3,355,"Node.js, SQL, JavaScript, Python, React, Git, MongoDB, BERT",Masters,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, SQL, JavaScript, Python, React, Git, MongoDB, BERT.
        Experience required: 5.3+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Flexible Hours, Remote Work",2024-12-19,Tier1,False,Full Stack Developer,"Node.js, SQL, JavaScript, Python, React, Git, MongoDB, BERT","['Node.js', 'SQL', 'JavaScript', 'Python', 'React', 'Git', 'MongoDB', 'BERT']",8,hiring full stack developer join team required skills node js sql javascript python react git mongodb bert experience required 5 3 years freelance position education bachelors preferred,2024,12,4,On-site,Karachi,Lead (220k+)
AI Research Engineer,Netsol,Multan,Contract,Junior,0.3,320,"MLflow, PyTorch, Python, Deep Learning, Git, BERT",Bachelors,"We are hiring a AI Research Engineer to join our team. 
        Required skills: MLflow, PyTorch, Python, Deep Learning, Git, BERT.
        Experience required: 0.3+ years.
        This is a Full-time position.
        Education: PhD preferred.","Stock Options, Performance Bonus, Medical Coverage, Health Insurance",2024-12-19,MNC,True,AI Research Engineer,"MLflow, PyTorch, Python, Deep Learning, Git, BERT","['MLflow', 'PyTorch', 'Python', 'Deep Learning', 'Git', 'BERT']",6,hiring ai research engineer join team required skills mlflow pytorch python deep learning git bert experience required 0 3 years full time position education phd preferred,2024,12,4,On-site,Multan,Lead (220k+)
Associate Business Intelligence Developer,Netsol,Remote,Freelance,Mid,3.8,290,"ETL, Kubernetes, SQL, Flask, Power BI, PyTorch, Data Warehouse, BERT",Bachelors,"We are hiring a Associate Business Intelligence Developer to join our team. 
        Required skills: ETL, Kubernetes, SQL, Flask, Power BI, PyTorch, Data Warehouse, BERT.
        Experience required: 3.8+ years.
        This is a Freelance position.
        Education: PhD preferred.","Annual Bonus, Flexible Hours",2024-08-14,MNC,False,Associate Business Intelligence Developer,"ETL, Kubernetes, SQL, Flask, Power BI, PyTorch, Data Warehouse, BERT","['ETL', 'Kubernetes', 'SQL', 'Flask', 'Power BI', 'PyTorch', 'Data Warehouse', 'BERT']",8,hiring associate business intelligence developer join team required skills etl kubernetes sql flask power bi pytorch data warehouse bert experience required 3 8 years freelance position education phd preferred,2024,8,3,Remote,Remote,Lead (220k+)
DevOps Engineer,Techlogix,Lahore,Freelance,Senior,9.5,440,"Kubernetes, AWS, FastAPI, TensorFlow, CI/CD, Docker, Linux, PostgreSQL",Masters,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, FastAPI, TensorFlow, CI/CD, Docker, Linux, PostgreSQL.
        Experience required: 9.5+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Annual Bonus, Performance Bonus, Food Allowance",2025-02-14,Tier1,False,DevOps Engineer,"Kubernetes, Cloud (AWS/GCP), FastAPI, TensorFlow, CI/CD, Docker, Linux, PostgreSQL","['Kubernetes', 'Cloud (AWS/GCP)', 'FastAPI', 'TensorFlow', 'CI/CD', 'Docker', 'Linux', 'PostgreSQL']",8,hiring devops engineer join team required skills kubernetes aws fastapi tensorflow ci cd docker linux postgresql experience required 9 5 years full time position education bachelors preferred,2025,2,1,On-site,Lahore,Lead (220k+)
Data Analyst,Folio3,Rawalpindi,Full-time,Junior,0.4,220,"Kubernetes, SQL, Power BI, Excel, Python, Git, Airflow, Data Visualization",Masters,"We are hiring a Data Analyst to join our team. 
        Required skills: Kubernetes, SQL, Power BI, Excel, Python, Git, Airflow, Data Visualization.
        Experience required: 0.4+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Performance Bonus, Medical Coverage, Professional Development, Flexible Hours",2024-06-18,Tier1,False,Data Analyst,"Kubernetes, SQL, Power BI, Excel, Python, Git, Airflow, Data Visualization","['Kubernetes', 'SQL', 'Power BI', 'Excel', 'Python', 'Git', 'Airflow', 'Data Visualization']",8,hiring data analyst join team required skills kubernetes sql power bi excel python git airflow data visualization experience required 0 4 years freelance position education bachelors preferred,2024,6,2,On-site,Rawalpindi,Lead (220k+)
Junior Data Analyst,Techlogix,Karachi,Contract,Senior,9.4,245,"AWS, SQL, Power BI, Excel, Python, Docker, Git, Data Visualization",PhD,"We are hiring a Junior Data Analyst to join our team. 
        Required skills: AWS, SQL, Power BI, Excel, Python, Docker, Git, Data Visualization.
        Experience required: 9.4+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Medical Coverage, Professional Development",2024-11-03,Tier1,False,Data Analyst,"Cloud (AWS/GCP), SQL, Power BI, Excel, Python, Docker, Git, Data Visualization","['Cloud (AWS/GCP)', 'SQL', 'Power BI', 'Excel', 'Python', 'Docker', 'Git', 'Data Visualization']",8,hiring junior data analyst join team required skills aws sql power bi excel python docker git data visualization experience required 9 4 years freelance position education bachelors preferred,2024,11,4,On-site,Karachi,Lead (220k+)
Lead NLP Engineer,Techlogix,Remote,Freelance,Mid,2.9,505,"Hugging Face, Kubernetes, PyTorch, NLP, Python, LLMs, React, PostgreSQL",Masters,"We are hiring a Lead NLP Engineer to join our team. 
        Required skills: Hugging Face, Kubernetes, PyTorch, NLP, Python, LLMs, React, PostgreSQL.
        Experience required: 2.9+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Transport Allowance, Remote Work, Professional Development",2024-12-05,Tier1,False,Lead NLP Engineer,"Hugging Face, Kubernetes, PyTorch, NLP, Python, LLMs, React, PostgreSQL","['Hugging Face', 'Kubernetes', 'PyTorch', 'NLP', 'Python', 'LLMs', 'React', 'PostgreSQL']",8,hiring lead nlp engineer join team required skills hugging face kubernetes pytorch nlp python llms react postgresql experience required 2 9 years freelance position education bachelors preferred,2024,12,4,Remote,Remote,Lead (220k+)
Senior Machine Learning Engineer,Netsol,Islamabad,Full-time,Senior,7.8,590,"FastAPI, TensorFlow, Flask, PyTorch, Python, Docker, MLOps",Not Specified,"We are hiring a Senior Machine Learning Engineer to join our team. 
        Required skills: FastAPI, TensorFlow, Flask, PyTorch, Python, Docker, MLOps.
        Experience required: 7.8+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Transport Allowance, Performance Bonus",2024-03-06,MNC,False,Senior Machine Learning Engineer,"FastAPI, TensorFlow, Flask, PyTorch, Python, Docker, MLOps","['FastAPI', 'TensorFlow', 'Flask', 'PyTorch', 'Python', 'Docker', 'MLOps']",7,hiring senior machine learning engineer join team required skills fastapi tensorflow flask pytorch python docker mlops experience required 7 8 years contract position education not specified preferred,2024,3,1,On-site,Islamabad,Lead (220k+)
Business Intelligence Developer,Techlogix,Multan,Full-time,Mid,3.6,250,"ETL, AWS, TensorFlow, SQL, Power BI, PyTorch, Data Warehouse, Excel",Not Specified,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, AWS, TensorFlow, SQL, Power BI, PyTorch, Data Warehouse, Excel.
        Experience required: 3.6+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Flexible Hours, Annual Bonus, Health Insurance, Medical Coverage, Stock Options",2024-02-26,Tier1,False,Business Intelligence Developer,"ETL, Cloud (AWS/GCP), TensorFlow, SQL, Power BI, PyTorch, Data Warehouse, Excel","['ETL', 'Cloud (AWS/GCP)', 'TensorFlow', 'SQL', 'Power BI', 'PyTorch', 'Data Warehouse', 'Excel']",8,hiring business intelligence developer join team required skills etl aws tensorflow sql power bi pytorch data warehouse excel experience required 3 6 years contract position education not specified preferred,2024,2,1,On-site,Multan,Lead (220k+)
Lead NLP Engineer,10Pearls,Karachi,Freelance,Junior,0.4,250,"TensorFlow, PyTorch, MLflow, NLP, Python, LLMs, Docker, BERT",Masters,"We are hiring a Lead NLP Engineer to join our team. 
        Required skills: TensorFlow, PyTorch, MLflow, NLP, Python, LLMs, Docker, BERT.
        Experience required: 0.4+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Flexible Hours, Stock Options, Medical Coverage, Health Insurance",2024-04-01,MNC,False,Lead NLP Engineer,"TensorFlow, PyTorch, MLflow, NLP, Python, LLMs, Docker, BERT","['TensorFlow', 'PyTorch', 'MLflow', 'NLP', 'Python', 'LLMs', 'Docker', 'BERT']",8,hiring lead nlp engineer join team required skills tensorflow pytorch mlflow nlp python llms docker bert experience required 0 4 years full time position education bachelors preferred,2024,4,2,On-site,Karachi,Lead (220k+)
Senior NLP Engineer,Systems Ltd,Hybrid (Islamabad),Contract,Senior,8.1,475,"Hugging Face, FastAPI, PyTorch, NLP, Python, LLMs, Git, BERT",Bachelors,"We are hiring a Senior NLP Engineer to join our team. 
        Required skills: Hugging Face, FastAPI, PyTorch, NLP, Python, LLMs, Git, BERT.
        Experience required: 8.1+ years.
        This is a Full-time position.
        Education: PhD preferred.","Medical Coverage, Stock Options, Professional Development, Transport Allowance, Flexible Hours",2025-03-18,MNC,False,Senior NLP Engineer,"Hugging Face, FastAPI, PyTorch, NLP, Python, LLMs, Git, BERT","['Hugging Face', 'FastAPI', 'PyTorch', 'NLP', 'Python', 'LLMs', 'Git', 'BERT']",8,hiring senior nlp engineer join team required skills hugging face fastapi pytorch nlp python llms git bert experience required 8 1 years full time position education phd preferred,2025,3,1,Hybrid,Islamabad,Lead (220k+)
Full Stack Developer,Arbisoft,Rawalpindi,Contract,Senior,6.0,485,"Node.js, TensorFlow, SQL, Flask, JavaScript, Python, React",Masters,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, TensorFlow, SQL, Flask, JavaScript, Python, React.
        Experience required: 6.0+ years.
        This is a Full-time position.
        Education: Masters preferred.","Medical Coverage, Flexible Hours, Remote Work, Performance Bonus",2024-04-07,Tier1,False,Full Stack Developer,"Node.js, TensorFlow, SQL, Flask, JavaScript, Python, React","['Node.js', 'TensorFlow', 'SQL', 'Flask', 'JavaScript', 'Python', 'React']",7,hiring full stack developer join team required skills node js tensorflow sql flask javascript python react experience required 6 0 years full time position education masters preferred,2024,4,2,On-site,Rawalpindi,Lead (220k+)
DevOps Engineer,Netsol,Hybrid (Lahore),Freelance,Mid,2.3,305,"Kubernetes, AWS, FastAPI, Flask, CI/CD, Docker, Linux, PostgreSQL",PhD,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, FastAPI, Flask, CI/CD, Docker, Linux, PostgreSQL.
        Experience required: 2.3+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Stock Options, Flexible Hours, Remote Work, Medical Coverage",2024-12-12,MNC,False,DevOps Engineer,"Kubernetes, Cloud (AWS/GCP), FastAPI, Flask, CI/CD, Docker, Linux, PostgreSQL","['Kubernetes', 'Cloud (AWS/GCP)', 'FastAPI', 'Flask', 'CI/CD', 'Docker', 'Linux', 'PostgreSQL']",8,hiring devops engineer join team required skills kubernetes aws fastapi flask ci cd docker linux postgresql experience required 2 3 years contract position education bachelors preferred,2024,12,4,Hybrid,Lahore,Lead (220k+)
Junior NLP Engineer,Systems Ltd,Rawalpindi,Contract,Senior,8.8,715,"Hugging Face, AWS, TensorFlow, PyTorch, MLflow, Python, LLMs, Docker",Masters,"We are hiring a Junior NLP Engineer to join our team. 
        Required skills: Hugging Face, AWS, TensorFlow, PyTorch, MLflow, Python, LLMs, Docker.
        Experience required: 8.8+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Professional Development, Performance Bonus, Annual Bonus, Medical Coverage",2024-04-08,MNC,False,Junior NLP Engineer,"Hugging Face, Cloud (AWS/GCP), TensorFlow, PyTorch, MLflow, Python, LLMs, Docker","['Hugging Face', 'Cloud (AWS/GCP)', 'TensorFlow', 'PyTorch', 'MLflow', 'Python', 'LLMs', 'Docker']",8,hiring junior nlp engineer join team required skills hugging face aws tensorflow pytorch mlflow python llms docker experience required 8 8 years contract position education bachelors preferred,2024,4,2,On-site,Rawalpindi,Lead (220k+)
Junior Full Stack Developer,Systems Ltd,Hybrid (Islamabad),Full-time,Junior,1.6,215,"Node.js, Kubernetes, TensorFlow, SQL, MLflow, JavaScript, Python, React",Bachelors,"We are hiring a Junior Full Stack Developer to join our team. 
        Required skills: Node.js, Kubernetes, TensorFlow, SQL, MLflow, JavaScript, Python, React.
        Experience required: 1.6+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Health Insurance, Remote Work",2024-11-23,MNC,False,Junior Full Stack Developer,"Node.js, Kubernetes, TensorFlow, SQL, MLflow, JavaScript, Python, React","['Node.js', 'Kubernetes', 'TensorFlow', 'SQL', 'MLflow', 'JavaScript', 'Python', 'React']",8,hiring junior full stack developer join team required skills node js kubernetes tensorflow sql mlflow javascript python react experience required 1 6 years freelance position education bachelors preferred,2024,11,4,Hybrid,Islamabad,Senior (150–220k)
Junior Data Analyst,Folio3,Rawalpindi,Contract,Mid,2.0,205,"Kubernetes, SQL, Power BI, Python, Excel, PostgreSQL, MongoDB, Data Visualization",Not Specified,"We are hiring a Junior Data Analyst to join our team. 
        Required skills: Kubernetes, SQL, Power BI, Python, Excel, PostgreSQL, MongoDB, Data Visualization.
        Experience required: 2.0+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Medical Coverage, Flexible Hours, Remote Work, Performance Bonus",2024-08-06,Tier1,False,Data Analyst,"Kubernetes, SQL, Power BI, Python, Excel, PostgreSQL, MongoDB, Data Visualization","['Kubernetes', 'SQL', 'Power BI', 'Python', 'Excel', 'PostgreSQL', 'MongoDB', 'Data Visualization']",8,hiring junior data analyst join team required skills kubernetes sql power bi python excel postgresql mongodb data visualization experience required 2 0 years freelance position education bachelors preferred,2024,8,3,On-site,Rawalpindi,Senior (150–220k)
Lead Business Intelligence Developer,Netsol,Hybrid (Karachi),Freelance,Mid,3.8,265,"ETL, FastAPI, SQL, Power BI, Data Warehouse, Excel, Git, React",Masters,"We are hiring a Lead Business Intelligence Developer to join our team. 
        Required skills: ETL, FastAPI, SQL, Power BI, Data Warehouse, Excel, Git, React.
        Experience required: 3.8+ years.
        This is a Full-time position.
        Education: PhD preferred.","Medical Coverage, Stock Options, Health Insurance, Annual Bonus, Food Allowance",2024-04-21,MNC,False,Lead Business Intelligence Developer,"ETL, FastAPI, SQL, Power BI, Data Warehouse, Excel, Git, React","['ETL', 'FastAPI', 'SQL', 'Power BI', 'Data Warehouse', 'Excel', 'Git', 'React']",8,hiring lead business intelligence developer join team required skills etl fastapi sql power bi data warehouse excel git react experience required 3 8 years full time position education phd preferred,2024,4,2,Hybrid,Karachi,Lead (220k+)
Associate NLP Engineer,10Pearls,Multan,Freelance,Mid,3.0,475,"Hugging Face, Node.js, AWS, PyTorch, Python, LLMs, Git, React",Bachelors,"We are hiring a Associate NLP Engineer to join our team. 
        Required skills: Hugging Face, Node.js, AWS, PyTorch, Python, LLMs, Git, React.
        Experience required: 3.0+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Professional Development, Transport Allowance, Annual Bonus",2024-01-17,MNC,False,Associate NLP Engineer,"Hugging Face, Node.js, Cloud (AWS/GCP), PyTorch, Python, LLMs, Git, React","['Hugging Face', 'Node.js', 'Cloud (AWS/GCP)', 'PyTorch', 'Python', 'LLMs', 'Git', 'React']",8,hiring associate nlp engineer join team required skills hugging face node js aws pytorch python llms git react experience required 3 0 years contract position education bachelors preferred,2024,1,1,On-site,Multan,Lead (220k+)
Associate NLP Engineer,Netsol,Islamabad,Contract,Mid,4.5,410,"Node.js, FastAPI, TensorFlow, PyTorch, NLP, Python, LLMs, MongoDB",Bachelors,"We are hiring a Associate NLP Engineer to join our team. 
        Required skills: Node.js, FastAPI, TensorFlow, PyTorch, NLP, Python, LLMs, MongoDB.
        Experience required: 4.5+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Performance Bonus, Medical Coverage, Annual Bonus, Transport Allowance, Remote Work",2024-11-29,MNC,False,Associate NLP Engineer,"Node.js, FastAPI, TensorFlow, PyTorch, NLP, Python, LLMs, MongoDB","['Node.js', 'FastAPI', 'TensorFlow', 'PyTorch', 'NLP', 'Python', 'LLMs', 'MongoDB']",8,hiring associate nlp engineer join team required skills node js fastapi tensorflow pytorch nlp python llms mongodb experience required 4 5 years contract position education not specified preferred,2024,11,4,On-site,Islamabad,Lead (220k+)
DevOps Engineer,10Pearls,Remote,Contract,Senior,5.4,340,"AWS, Kubernetes, CI/CD, Docker, Linux, PostgreSQL, MongoDB",Masters,"We are hiring a DevOps Engineer to join our team. 
        Required skills: AWS, Kubernetes, CI/CD, Docker, Linux, PostgreSQL, MongoDB.
        Experience required: 5.4+ years.
        This is a Contract position.
        Education: Masters preferred.","Annual Bonus, Medical Coverage, Professional Development, Health Insurance",2024-12-08,MNC,False,DevOps Engineer,"Cloud (AWS/GCP), Kubernetes, CI/CD, Docker, Linux, PostgreSQL, MongoDB","['Cloud (AWS/GCP)', 'Kubernetes', 'CI/CD', 'Docker', 'Linux', 'PostgreSQL', 'MongoDB']",7,hiring devops engineer join team required skills aws kubernetes ci cd docker linux postgresql mongodb experience required 5 4 years contract position education masters preferred,2024,12,4,Remote,Remote,Lead (220k+)
Associate Full Stack Developer,Techlogix,Multan,Freelance,Mid,2.2,305,"Node.js, FastAPI, TensorFlow, SQL, JavaScript, Python, React, MongoDB",Masters,"We are hiring a Associate Full Stack Developer to join our team. 
        Required skills: Node.js, FastAPI, TensorFlow, SQL, JavaScript, Python, React, MongoDB.
        Experience required: 2.2+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Performance Bonus, Stock Options",2024-01-05,Tier1,False,Associate Full Stack Developer,"Node.js, FastAPI, TensorFlow, SQL, JavaScript, Python, React, MongoDB","['Node.js', 'FastAPI', 'TensorFlow', 'SQL', 'JavaScript', 'Python', 'React', 'MongoDB']",8,hiring associate full stack developer join team required skills node js fastapi tensorflow sql javascript python react mongodb experience required 2 2 years contract position education bachelors preferred,2024,1,1,On-site,Multan,Lead (220k+)
Junior DevOps Engineer,Techlogix,Lahore,Contract,Senior,7.6,345,"Kubernetes, AWS, Flask, MLflow, CI/CD, Docker, Linux, Git",Masters,"We are hiring a Junior DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, Flask, MLflow, CI/CD, Docker, Linux, Git.
        Experience required: 7.6+ years.
        This is a Freelance position.
        Education: Masters preferred.","Transport Allowance, Flexible Hours",2024-07-16,Tier1,False,Junior DevOps Engineer,"Kubernetes, Cloud (AWS/GCP), Flask, MLflow, CI/CD, Docker, Linux, Git","['Kubernetes', 'Cloud (AWS/GCP)', 'Flask', 'MLflow', 'CI/CD', 'Docker', 'Linux', 'Git']",8,hiring junior devops engineer join team required skills kubernetes aws flask mlflow ci cd docker linux git experience required 7 6 years freelance position education masters preferred,2024,7,3,On-site,Lahore,Lead (220k+)
Lead NLP Engineer,Systems Ltd,Rawalpindi,Freelance,Senior,5.3,495,"Hugging Face, PyTorch, NLP, Python, LLMs, Git, BERT",Not Specified,"We are hiring a Lead NLP Engineer to join our team. 
        Required skills: Hugging Face, PyTorch, NLP, Python, LLMs, Git, BERT.
        Experience required: 5.3+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Professional Development, Remote Work",2024-12-03,MNC,False,Lead NLP Engineer,"Hugging Face, PyTorch, NLP, Python, LLMs, Git, BERT","['Hugging Face', 'PyTorch', 'NLP', 'Python', 'LLMs', 'Git', 'BERT']",7,hiring lead nlp engineer join team required skills hugging face pytorch nlp python llms git bert experience required 5 3 years contract position education not specified preferred,2024,12,4,On-site,Rawalpindi,Lead (220k+)
Associate Business Intelligence Developer,Systems Ltd,Rawalpindi,Freelance,Mid,3.1,190,"ETL, AWS, TensorFlow, SQL, Power BI, Data Warehouse, LLMs, PostgreSQL",Masters,"We are hiring a Associate Business Intelligence Developer to join our team. 
        Required skills: ETL, AWS, TensorFlow, SQL, Power BI, Data Warehouse, LLMs, PostgreSQL.
        Experience required: 3.1+ years.
        This is a Contract position.
        Education: Masters preferred.","Transport Allowance, Health Insurance, Food Allowance, Remote Work",2024-10-04,MNC,False,Associate Business Intelligence Developer,"ETL, Cloud (AWS/GCP), TensorFlow, SQL, Power BI, Data Warehouse, LLMs, PostgreSQL","['ETL', 'Cloud (AWS/GCP)', 'TensorFlow', 'SQL', 'Power BI', 'Data Warehouse', 'LLMs', 'PostgreSQL']",8,hiring associate business intelligence developer join team required skills etl aws tensorflow sql power bi data warehouse llms postgresql experience required 3 1 years contract position education masters preferred,2024,10,4,On-site,Rawalpindi,Senior (150–220k)
Associate Data Scientist,Netsol,Faisalabad,Full-time,Mid,2.8,420,"PyTorch, Python, Docker, Statistics, Machine Learning, MongoDB, BERT, Data Visualization",PhD,"We are hiring a Associate Data Scientist to join our team. 
        Required skills: PyTorch, Python, Docker, Statistics, Machine Learning, MongoDB, BERT, Data Visualization.
        Experience required: 2.8+ years.
        This is a Contract position.
        Education: PhD preferred.","Annual Bonus, Performance Bonus",2024-12-19,MNC,False,Associate Data Scientist,"PyTorch, Python, Docker, Statistics, Machine Learning, MongoDB, BERT, Data Visualization","['PyTorch', 'Python', 'Docker', 'Statistics', 'Machine Learning', 'MongoDB', 'BERT', 'Data Visualization']",8,hiring associate data scientist join team required skills pytorch python docker statistics machine learning mongodb bert data visualization experience required 2 8 years contract position education phd preferred,2024,12,4,On-site,Faisalabad,Lead (220k+)
Data Scientist,Systems Ltd,Remote,Full-time,Senior,5.4,465,"SQL, Flask, MLflow, Python, React, Statistics, Machine Learning, Data Visualization",Bachelors,"We are hiring a Data Scientist to join our team. 
        Required skills: SQL, Flask, MLflow, Python, React, Statistics, Machine Learning, Data Visualization.
        Experience required: 5.4+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Food Allowance, Professional Development",2024-01-29,MNC,True,Data Scientist,"SQL, Flask, MLflow, Python, React, Statistics, Machine Learning, Data Visualization","['SQL', 'Flask', 'MLflow', 'Python', 'React', 'Statistics', 'Machine Learning', 'Data Visualization']",8,hiring data scientist join team required skills sql flask mlflow python react statistics machine learning data visualization experience required 5 4 years contract position education bachelors preferred,2024,1,1,Remote,Remote,Lead (220k+)
Associate AI Research Engineer,Netsol,Remote,Full-time,Mid,3.8,595,"MLflow, PyTorch, Python, Deep Learning, PostgreSQL, BERT",PhD,"We are hiring a Associate AI Research Engineer to join our team. 
        Required skills: MLflow, PyTorch, Python, Deep Learning, PostgreSQL, BERT.
        Experience required: 3.8+ years.
        This is a Full-time position.
        Education: PhD preferred.","Flexible Hours, Transport Allowance, Health Insurance, Food Allowance",2024-11-02,MNC,False,Associate AI Research Engineer,"MLflow, PyTorch, Python, Deep Learning, PostgreSQL, BERT","['MLflow', 'PyTorch', 'Python', 'Deep Learning', 'PostgreSQL', 'BERT']",6,hiring associate ai research engineer join team required skills mlflow pytorch python deep learning postgresql bert experience required 3 8 years full time position education phd preferred,2024,11,4,Remote,Remote,Lead (220k+)
Associate Data Analyst,Contour,Hybrid (Islamabad),Full-time,Mid,3.8,185,"FastAPI, SQL, Power BI, Excel, Python, Docker, Git, Data Visualization",Not Specified,"We are hiring a Associate Data Analyst to join our team. 
        Required skills: FastAPI, SQL, Power BI, Excel, Python, Docker, Git, Data Visualization.
        Experience required: 3.8+ years.
        This is a Freelance position.
        Education: Masters preferred.","Performance Bonus, Medical Coverage",2024-01-21,Tier2,False,Associate Data Analyst,"FastAPI, SQL, Power BI, Excel, Python, Docker, Git, Data Visualization","['FastAPI', 'SQL', 'Power BI', 'Excel', 'Python', 'Docker', 'Git', 'Data Visualization']",8,hiring associate data analyst join team required skills fastapi sql power bi excel python docker git data visualization experience required 3 8 years freelance position education masters preferred,2024,1,1,Hybrid,Islamabad,Senior (150–220k)
DevOps Engineer,Arbisoft,Hybrid (Lahore),Contract,Senior,6.0,255,"Kubernetes, AWS, Flask, CI/CD, Docker, Linux, React, Airflow",Not Specified,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, Flask, CI/CD, Docker, Linux, React, Airflow.
        Experience required: 6.0+ years.
        This is a Contract position.
        Education: Masters preferred.","Performance Bonus, Transport Allowance",2024-11-10,Tier1,False,DevOps Engineer,"Kubernetes, Cloud (AWS/GCP), Flask, CI/CD, Docker, Linux, React, Airflow","['Kubernetes', 'Cloud (AWS/GCP)', 'Flask', 'CI/CD', 'Docker', 'Linux', 'React', 'Airflow']",8,hiring devops engineer join team required skills kubernetes aws flask ci cd docker linux react airflow experience required 6 0 years contract position education masters preferred,2024,11,4,Hybrid,Lahore,Lead (220k+)
Senior Data Scientist,10Pearls,Rawalpindi,Freelance,Mid,4.0,315,"SQL, Flask, Airflow, Python, Statistics, Machine Learning, BERT, Data Visualization",Masters,"We are hiring a Senior Data Scientist to join our team. 
        Required skills: SQL, Flask, Airflow, Python, Statistics, Machine Learning, BERT, Data Visualization.
        Experience required: 4.0+ years.
        This is a Full-time position.
        Education: Masters preferred.","Annual Bonus, Transport Allowance, Medical Coverage, Remote Work, Performance Bonus",2024-10-18,MNC,True,Data Scientist,"SQL, Flask, Airflow, Python, Statistics, Machine Learning, BERT, Data Visualization","['SQL', 'Flask', 'Airflow', 'Python', 'Statistics', 'Machine Learning', 'BERT', 'Data Visualization']",8,hiring senior data scientist join team required skills sql flask airflow python statistics machine learning bert data visualization experience required 4 0 years full time position education masters preferred,2024,10,4,On-site,Rawalpindi,Lead (220k+)
Data Scientist,Folio3,Lahore,Contract,Junior,0.2,370,"AWS, SQL, Python, Git, PostgreSQL, Statistics, Machine Learning, Data Visualization",Bachelors,"We are hiring a Data Scientist to join our team. 
        Required skills: AWS, SQL, Python, Git, PostgreSQL, Statistics, Machine Learning, Data Visualization.
        Experience required: 0.2+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Transport Allowance, Performance Bonus, Professional Development, Health Insurance",2024-12-16,Tier1,True,Data Scientist,"Cloud (AWS/GCP), SQL, Python, Git, PostgreSQL, Statistics, Machine Learning, Data Visualization","['Cloud (AWS/GCP)', 'SQL', 'Python', 'Git', 'PostgreSQL', 'Statistics', 'Machine Learning', 'Data Visualization']",8,hiring data scientist join team required skills aws sql python git postgresql statistics machine learning data visualization experience required 0 2 years full time position education bachelors preferred,2024,12,4,On-site,Lahore,Lead (220k+)
AI Research Engineer,10Pearls,Faisalabad,Full-time,Senior,5.8,480,"FastAPI, MLflow, PyTorch, Python, Deep Learning, PostgreSQL, BERT",Masters,"We are hiring a AI Research Engineer to join our team. 
        Required skills: FastAPI, MLflow, PyTorch, Python, Deep Learning, PostgreSQL, BERT.
        Experience required: 5.8+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Food Allowance, Annual Bonus, Stock Options",2025-02-19,MNC,True,AI Research Engineer,"FastAPI, MLflow, PyTorch, Python, Deep Learning, PostgreSQL, BERT","['FastAPI', 'MLflow', 'PyTorch', 'Python', 'Deep Learning', 'PostgreSQL', 'BERT']",7,hiring ai research engineer join team required skills fastapi mlflow pytorch python deep learning postgresql bert experience required 5 8 years freelance position education bachelors preferred,2025,2,1,On-site,Faisalabad,Lead (220k+)
