job_title,company,city,job_type,experience_level,min_experience_years,salary_pkr_k,required_skills,education,job_description,benefits,date_posted,company_tier,is_ai_ml_role
Full Stack Developer,Netsol,Rawalpindi,Contract,Mid,3.9,320,"Node.js, TensorFlow, SQL, JavaScript, Python, React, Airflow, BERT",Bachelors,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, TensorFlow, SQL, JavaScript, Python, React, Airflow, BERT.
        Experience required: 3.9+ years.
        This is a Full-time position.
        Education: PhD preferred.","Food Allowance, Remote Work",2024-09-11,MNC,False
Full Stack Developer,Techlogix,Rawalpindi,Freelance,Senior,7.7,310,"Node.js, MLflow, JavaScript, Python, React, Git, MongoDB",Masters,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, MLflow, JavaScript, Python, React, Git, MongoDB.
        Experience required: 7.7+ years.
        This is a Contract position.
        Education: PhD preferred.","Flexible Hours, Annual Bonus, Performance Bonus",2024-11-04,Tier1,False
Business Intelligence Developer,Systems Ltd,Hybrid (Karachi),Contract,Junior,1.1,135,"ETL, AWS, Node.js, SQL, Flask, Power BI, Data Warehouse, Excel",PhD,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, AWS, Node.js, SQL, Flask, Power BI, Data Warehouse, Excel.
        Experience required: 1.1+ years.
        This is a Freelance position.
        Education: PhD preferred.","Professional Development, Health Insurance, Annual Bonus, Stock Options, Flexible Hours",2024-08-13,MNC,False
AI Research Engineer,Systems Ltd,Hybrid (Islamabad),Contract,Senior,5.7,485,"MLflow, PyTorch, Deep Learning, Git, PostgreSQL, BERT",Not Specified,"We are hiring a AI Research Engineer to join our team. 
        Required skills: MLflow, PyTorch, Deep Learning, Git, PostgreSQL, BERT.
        Experience required: 5.7+ years.
        This is a Freelance position.
        Education: PhD preferred.","Professional Development, Food Allowance, Transport Allowance",2024-06-24,MNC,True
Data Analyst,Techlogix,Multan,Full-time,Mid,4.3,265,"Kubernetes, FastAPI, SQL, Power BI, Python, Excel, BERT, Data Visualization",Masters,"We are hiring a Data Analyst to join our team. 
        Required skills: Kubernetes, FastAPI, SQL, Power BI, Python, Excel, BERT, Data Visualization.
        Experience required: 4.3+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Food Allowance, Professional Development",2024-08-09,Tier1,False
Data Analyst,Techlogix,Rawalpindi,Full-time,Mid,2.3,165,"SQL, Power BI, PyTorch, Excel, Python, LLMs, Git, Data Visualization",PhD,"We are hiring a Data Analyst to join our team. 
        Required skills: SQL, Power BI, PyTorch, Excel, Python, LLMs, Git, Data Visualization.
        Experience required: 2.3+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Stock Options, Transport Allowance, Medical Coverage, Health Insurance, Performance Bonus",2025-03-27,Tier1,False
AI Research Engineer,Techlogix,Remote,Full-time,Mid,4.2,515,"AWS, TensorFlow, PyTorch, MLflow, Python, Deep Learning, BERT",Not Specified,"We are hiring a AI Research Engineer to join our team. 
        Required skills: AWS, TensorFlow, PyTorch, MLflow, Python, Deep Learning, BERT.
        Experience required: 4.2+ years.
        This is a Freelance position.
        Education: Masters preferred.","Stock Options, Performance Bonus, Flexible Hours, Food Allowance, Remote Work",2025-03-02,Tier1,True
Data Scientist,Systems Ltd,Karachi,Contract,Junior,0.5,285,"AWS, Node.js, SQL, Python, Statistics, Machine Learning, BERT, Data Visualization",Not Specified,"We are hiring a Data Scientist to join our team. 
        Required skills: AWS, Node.js, SQL, Python, Statistics, Machine Learning, BERT, Data Visualization.
        Experience required: 0.5+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Health Insurance, Annual Bonus",2024-01-19,MNC,True
NLP Engineer,Netsol,Multan,Full-time,Mid,2.5,495,"Hugging Face, AWS, FastAPI, TensorFlow, PyTorch, NLP, Python, LLMs",PhD,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, AWS, FastAPI, TensorFlow, PyTorch, NLP, Python, LLMs.
        Experience required: 2.5+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Performance Bonus, Professional Development, Stock Options",2025-03-21,MNC,True
Data Analyst,Netsol,Islamabad,Full-time,Junior,1.0,230,"TensorFlow, SQL, Power BI, Excel, Python, LLMs, React, Data Visualization",Not Specified,"We are hiring a Data Analyst to join our team. 
        Required skills: TensorFlow, SQL, Power BI, Excel, Python, LLMs, React, Data Visualization.
        Experience required: 1.0+ years.
        This is a Contract position.
        Education: PhD preferred.","Remote Work, Annual Bonus, Health Insurance, Food Allowance, Flexible Hours",2024-07-29,MNC,False
Machine Learning Engineer,Techlogix,Lahore,Freelance,Mid,2.3,345,"TensorFlow, PyTorch, Python, Docker, Airflow, MongoDB, MLOps",Not Specified,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, PyTorch, Python, Docker, Airflow, MongoDB, MLOps.
        Experience required: 2.3+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Flexible Hours, Professional Development, Medical Coverage, Transport Allowance",2024-03-16,Tier1,True
NLP Engineer,Techlogix,Islamabad,Full-time,Senior,8.6,795,"Hugging Face, TensorFlow, PyTorch, MLflow, NLP, Python, LLMs, BERT",Not Specified,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, TensorFlow, PyTorch, MLflow, NLP, Python, LLMs, BERT.
        Experience required: 8.6+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Medical Coverage, Food Allowance, Remote Work",2024-02-11,Tier1,True
NLP Engineer,Techlogix,Remote,Contract,Mid,3.3,605,"Hugging Face, PyTorch, NLP, Python, LLMs, PostgreSQL, Airflow",Masters,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, PyTorch, NLP, Python, LLMs, PostgreSQL, Airflow.
        Experience required: 3.3+ years.
        This is a Freelance position.
        Education: Masters preferred.","Health Insurance, Annual Bonus, Transport Allowance",2025-02-08,Tier1,True
Data Scientist,Techlogix,Hybrid (Karachi),Freelance,Mid,4.8,440,"Kubernetes, SQL, PyTorch, Python, React, Statistics, Machine Learning, Data Visualization",PhD,"We are hiring a Data Scientist to join our team. 
        Required skills: Kubernetes, SQL, PyTorch, Python, React, Statistics, Machine Learning, Data Visualization.
        Experience required: 4.8+ years.
        This is a Freelance position.
        Education: PhD preferred.","Performance Bonus, Medical Coverage, Transport Allowance, Flexible Hours",2024-03-15,Tier1,True
Data Scientist,10Pearls,Hybrid (Lahore),Freelance,Mid,2.6,215,"TensorFlow, SQL, Python, LLMs, Git, Statistics, Machine Learning, Data Visualization",Bachelors,"We are hiring a Data Scientist to join our team. 
        Required skills: TensorFlow, SQL, Python, LLMs, Git, Statistics, Machine Learning, Data Visualization.
        Experience required: 2.6+ years.
        This is a Freelance position.
        Education: Masters preferred.","Annual Bonus, Health Insurance, Transport Allowance, Flexible Hours",2025-01-13,MNC,True
Data Scientist,Folio3,Karachi,Freelance,Mid,3.1,400,"AWS, FastAPI, SQL, Python, Statistics, Machine Learning, MongoDB, Data Visualization",Not Specified,"We are hiring a Data Scientist to join our team. 
        Required skills: AWS, FastAPI, SQL, Python, Statistics, Machine Learning, MongoDB, Data Visualization.
        Experience required: 3.1+ years.
        This is a Full-time position.
        Education: Masters preferred.","Transport Allowance, Food Allowance, Medical Coverage",2024-03-08,Tier1,True
Data Scientist,Netsol,Islamabad,Contract,Mid,3.4,245,"Kubernetes, TensorFlow, SQL, PyTorch, Python, Statistics, Machine Learning, Data Visualization",Bachelors,"We are hiring a Data Scientist to join our team. 
        Required skills: Kubernetes, TensorFlow, SQL, PyTorch, Python, Statistics, Machine Learning, Data Visualization.
        Experience required: 3.4+ years.
        This is a Freelance position.
        Education: PhD preferred.","Professional Development, Food Allowance, Transport Allowance",2024-07-04,MNC,True
Data Analyst,Netsol,Hybrid (Karachi),Contract,Senior,7.9,325,"SQL, Power BI, Python, Excel, Docker, MongoDB, BERT, Data Visualization",PhD,"We are hiring a Data Analyst to join our team. 
        Required skills: SQL, Power BI, Python, Excel, Docker, MongoDB, BERT, Data Visualization.
        Experience required: 7.9+ years.
        This is a Freelance position.
        Education: Masters preferred.","Remote Work, Professional Development, Flexible Hours, Stock Options",2024-02-06,MNC,False
NLP Engineer,Systems Ltd,Multan,Contract,Mid,2.8,300,"Hugging Face, AWS, PyTorch, NLP, Python, LLMs, React",PhD,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, AWS, PyTorch, NLP, Python, LLMs, React.
        Experience required: 2.8+ years.
        This is a Freelance position.
        Education: Masters preferred.","Medical Coverage, Annual Bonus",2024-06-06,MNC,True
DevOps Engineer,Arbisoft,Rawalpindi,Contract,Junior,0.6,230,"Kubernetes, AWS, TensorFlow, CI/CD, Docker, Linux, PostgreSQL",Masters,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, TensorFlow, CI/CD, Docker, Linux, PostgreSQL.
        Experience required: 0.6+ years.
        This is a Full-time position.
        Education: PhD preferred.","Transport Allowance, Stock Options",2024-08-15,Tier1,False
Data Analyst,Folio3,Rawalpindi,Freelance,Mid,2.4,180,"SQL, Power BI, PyTorch, Python, Excel, Docker, Git, Data Visualization",Masters,"We are hiring a Data Analyst to join our team. 
        Required skills: SQL, Power BI, PyTorch, Python, Excel, Docker, Git, Data Visualization.
        Experience required: 2.4+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Performance Bonus, Health Insurance, Remote Work, Professional Development",2024-09-10,Tier1,False
Business Intelligence Developer,Folio3,Multan,Freelance,Junior,1.7,250,"ETL, Kubernetes, TensorFlow, SQL, Power BI, Data Warehouse, Excel, MongoDB",Masters,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, Kubernetes, TensorFlow, SQL, Power BI, Data Warehouse, Excel, MongoDB.
        Experience required: 1.7+ years.
        This is a Freelance position.
        Education: PhD preferred.","Professional Development, Remote Work, Annual Bonus, Transport Allowance",2025-02-19,Tier1,False
Junior NLP Engineer,10Pearls,Rawalpindi,Contract,Mid,2.1,410,"Hugging Face, PyTorch, NLP, Python, LLMs, PostgreSQL, BERT",Masters,"We are hiring a Junior NLP Engineer to join our team. 
        Required skills: Hugging Face, PyTorch, NLP, Python, LLMs, PostgreSQL, BERT.
        Experience required: 2.1+ years.
        This is a Contract position.
        Education: PhD preferred.","Medical Coverage, Performance Bonus, Annual Bonus, Stock Options, Food Allowance",2024-03-25,MNC,True
Full Stack Developer,Systems Ltd,Hybrid (Karachi),Full-time,Junior,0.4,240,"Node.js, TensorFlow, SQL, JavaScript, Python, React, PostgreSQL, MongoDB",Bachelors,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, TensorFlow, SQL, JavaScript, Python, React, PostgreSQL, MongoDB.
        Experience required: 0.4+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Transport Allowance, Food Allowance, Health Insurance, Annual Bonus, Performance Bonus",2024-11-11,MNC,False
Data Scientist,10Pearls,Islamabad,Full-time,Junior,1.4,355,"AWS, SQL, Python, LLMs, Docker, Statistics, Machine Learning, Data Visualization",Bachelors,"We are hiring a Data Scientist to join our team. 
        Required skills: AWS, SQL, Python, LLMs, Docker, Statistics, Machine Learning, Data Visualization.
        Experience required: 1.4+ years.
        This is a Full-time position.
        Education: PhD preferred.","Medical Coverage, Health Insurance, Transport Allowance",2024-11-21,MNC,True
Data Scientist,Techlogix,Remote,Full-time,Junior,1.6,310,"Node.js, TensorFlow, SQL, MLflow, Python, Statistics, Machine Learning, Data Visualization",PhD,"We are hiring a Data Scientist to join our team. 
        Required skills: Node.js, TensorFlow, SQL, MLflow, Python, Statistics, Machine Learning, Data Visualization.
        Experience required: 1.6+ years.
        This is a Full-time position.
        Education: Masters preferred.","Medical Coverage, Performance Bonus, Food Allowance, Annual Bonus, Health Insurance",2024-07-16,Tier1,True
Data Analyst,Techlogix,Hybrid (Lahore),Freelance,Mid,3.3,260,"Kubernetes, FastAPI, SQL, Power BI, MLflow, Excel, Python, Data Visualization",Not Specified,"We are hiring a Data Analyst to join our team. 
        Required skills: Kubernetes, FastAPI, SQL, Power BI, MLflow, Excel, Python, Data Visualization.
        Experience required: 3.3+ years.
        This is a Contract position.
        Education: PhD preferred.","Remote Work, Professional Development, Annual Bonus, Medical Coverage",2024-02-19,Tier1,False
DevOps Engineer,Arbisoft,Remote,Full-time,Mid,3.1,410,"Kubernetes, AWS, CI/CD, Docker, Linux, Airflow",Not Specified,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, CI/CD, Docker, Linux, Airflow.
        Experience required: 3.1+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Food Allowance, Performance Bonus",2025-01-27,Tier1,False
NLP Engineer,Techlogix,Karachi,Full-time,Senior,9.5,640,"Hugging Face, AWS, PyTorch, MLflow, Python, LLMs, Airflow",PhD,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, AWS, PyTorch, MLflow, Python, LLMs, Airflow.
        Experience required: 9.5+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Stock Options, Health Insurance, Performance Bonus, Remote Work, Professional Development",2024-04-08,Tier1,True
DevOps Engineer,Netsol,Remote,Contract,Senior,6.3,410,"Kubernetes, AWS, CI/CD, Docker, Linux, Airflow",PhD,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, CI/CD, Docker, Linux, Airflow.
        Experience required: 6.3+ years.
        This is a Contract position.
        Education: Masters preferred.","Health Insurance, Annual Bonus, Remote Work, Medical Coverage",2025-01-01,MNC,False
NLP Engineer,Techlogix,Rawalpindi,Contract,Junior,0.0,245,"Hugging Face, TensorFlow, PyTorch, NLP, Python, LLMs, React",PhD,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, TensorFlow, PyTorch, NLP, Python, LLMs, React.
        Experience required: 0.0+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Professional Development, Annual Bonus, Health Insurance, Stock Options, Performance Bonus",2024-10-28,Tier1,True
Data Scientist,Techlogix,Islamabad,Contract,Mid,2.5,450,"Kubernetes, FastAPI, SQL, Airflow, Python, Statistics, Machine Learning, Data Visualization",Masters,"We are hiring a Data Scientist to join our team. 
        Required skills: Kubernetes, FastAPI, SQL, Airflow, Python, Statistics, Machine Learning, Data Visualization.
        Experience required: 2.5+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Food Allowance, Flexible Hours, Performance Bonus, Annual Bonus, Health Insurance",2025-03-18,Tier1,True
Associate DevOps Engineer,Arbisoft,Islamabad,Contract,Junior,1.3,350,"Kubernetes, AWS, Node.js, CI/CD, Docker, Linux, React",Bachelors,"We are hiring a Associate DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, Node.js, CI/CD, Docker, Linux, React.
        Experience required: 1.3+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Annual Bonus, Health Insurance, Transport Allowance, Flexible Hours, Medical Coverage",2024-02-27,Tier1,False
Full Stack Developer,10Pearls,Hybrid (Islamabad),Full-time,Junior,0.5,325,"Node.js, FastAPI, Kubernetes, MLflow, JavaScript, Python, React",Not Specified,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, FastAPI, Kubernetes, MLflow, JavaScript, Python, React.
        Experience required: 0.5+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Flexible Hours, Annual Bonus, Professional Development, Remote Work, Transport Allowance",2024-12-14,MNC,False
Data Scientist,10Pearls,Faisalabad,Contract,Mid,4.3,295,"FastAPI, SQL, Flask, Python, Docker, Statistics, Machine Learning, Data Visualization",PhD,"We are hiring a Data Scientist to join our team. 
        Required skills: FastAPI, SQL, Flask, Python, Docker, Statistics, Machine Learning, Data Visualization.
        Experience required: 4.3+ years.
        This is a Freelance position.
        Education: PhD preferred.","Performance Bonus, Medical Coverage, Stock Options, Remote Work, Annual Bonus",2024-09-07,MNC,True
AI Research Engineer,Techlogix,Faisalabad,Contract,Junior,0.4,360,"FastAPI, MLflow, PyTorch, Python, Deep Learning, Docker, BERT",PhD,"We are hiring a AI Research Engineer to join our team. 
        Required skills: FastAPI, MLflow, PyTorch, Python, Deep Learning, Docker, BERT.
        Experience required: 0.4+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Food Allowance, Professional Development",2024-01-19,Tier1,True
NLP Engineer,Systems Ltd,Karachi,Full-time,Mid,4.8,465,"Hugging Face, PyTorch, NLP, Python, LLMs, Git, PostgreSQL, BERT",PhD,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, PyTorch, NLP, Python, LLMs, Git, PostgreSQL, BERT.
        Experience required: 4.8+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Health Insurance, Medical Coverage, Stock Options, Professional Development",2025-01-26,MNC,True
AI Research Engineer,10Pearls,Hybrid (Lahore),Freelance,Senior,7.8,515,"Flask, MLflow, PyTorch, Python, Deep Learning, BERT",Bachelors,"We are hiring a AI Research Engineer to join our team. 
        Required skills: Flask, MLflow, PyTorch, Python, Deep Learning, BERT.
        Experience required: 7.8+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Remote Work, Transport Allowance, Flexible Hours, Performance Bonus",2025-02-18,MNC,True
Full Stack Developer,Netsol,Lahore,Freelance,Mid,2.9,285,"Node.js, FastAPI, Kubernetes, SQL, JavaScript, Python, LLMs, MongoDB",PhD,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, FastAPI, Kubernetes, SQL, JavaScript, Python, LLMs, MongoDB.
        Experience required: 2.9+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Professional Development, Transport Allowance",2024-01-14,MNC,False
DevOps Engineer,Techlogix,Multan,Full-time,Junior,1.5,205,"AWS, Kubernetes, FastAPI, Node.js, Docker, Linux, Git",Not Specified,"We are hiring a DevOps Engineer to join our team. 
        Required skills: AWS, Kubernetes, FastAPI, Node.js, Docker, Linux, Git.
        Experience required: 1.5+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Transport Allowance, Medical Coverage, Health Insurance",2024-10-16,Tier1,False
Associate Data Scientist,Folio3,Hybrid (Islamabad),Contract,Senior,6.4,385,"TensorFlow, SQL, Python, Airflow, Machine Learning, MongoDB, BERT, Data Visualization",Bachelors,"We are hiring a Associate Data Scientist to join our team. 
        Required skills: TensorFlow, SQL, Python, Airflow, Machine Learning, MongoDB, BERT, Data Visualization.
        Experience required: 6.4+ years.
        This is a Contract position.
        Education: Masters preferred.","Stock Options, Health Insurance, Transport Allowance, Performance Bonus",2025-01-23,Tier1,True
Data Scientist,Folio3,Remote,Full-time,Mid,4.1,320,"FastAPI, TensorFlow, SQL, Airflow, Python, Statistics, Machine Learning, Data Visualization",Bachelors,"We are hiring a Data Scientist to join our team. 
        Required skills: FastAPI, TensorFlow, SQL, Airflow, Python, Statistics, Machine Learning, Data Visualization.
        Experience required: 4.1+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Professional Development, Health Insurance, Medical Coverage",2024-12-25,Tier1,True
Full Stack Developer,Arbisoft,Lahore,Full-time,Senior,9.6,480,"Kubernetes, SQL, Flask, PyTorch, JavaScript, Python, React, Airflow",PhD,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Kubernetes, SQL, Flask, PyTorch, JavaScript, Python, React, Airflow.
        Experience required: 9.6+ years.
        This is a Full-time position.
        Education: PhD preferred.","Performance Bonus, Transport Allowance, Professional Development, Food Allowance",2025-01-30,Tier1,False
NLP Engineer,10Pearls,Faisalabad,Contract,Mid,3.3,340,"Hugging Face, PyTorch, NLP, Python, LLMs, Docker, Git, BERT",Not Specified,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, PyTorch, NLP, Python, LLMs, Docker, Git, BERT.
        Experience required: 3.3+ years.
        This is a Full-time position.
        Education: Masters preferred.","Remote Work, Stock Options, Medical Coverage, Flexible Hours",2024-07-25,MNC,True
Data Scientist,Netsol,Faisalabad,Full-time,Mid,2.1,345,"TensorFlow, SQL, Airflow, Python, PostgreSQL, Statistics, Machine Learning, Data Visualization",Bachelors,"We are hiring a Data Scientist to join our team. 
        Required skills: TensorFlow, SQL, Airflow, Python, PostgreSQL, Statistics, Machine Learning, Data Visualization.
        Experience required: 2.1+ years.
        This is a Contract position.
        Education: PhD preferred.","Annual Bonus, Flexible Hours, Health Insurance",2024-12-21,MNC,True
NLP Engineer,Techlogix,Remote,Full-time,Mid,3.9,490,"Hugging Face, Kubernetes, Flask, PyTorch, NLP, Python, LLMs, MongoDB",Masters,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, Kubernetes, Flask, PyTorch, NLP, Python, LLMs, MongoDB.
        Experience required: 3.9+ years.
        This is a Contract position.
        Education: Masters preferred.","Flexible Hours, Performance Bonus, Food Allowance",2024-07-04,Tier1,True
Business Intelligence Developer,Systems Ltd,Hybrid (Karachi),Full-time,Mid,4.4,255,"ETL, Node.js, TensorFlow, SQL, Power BI, Data Warehouse, Excel, React",Bachelors,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, Node.js, TensorFlow, SQL, Power BI, Data Warehouse, Excel, React.
        Experience required: 4.4+ years.
        This is a Full-time position.
        Education: Masters preferred.","Performance Bonus, Transport Allowance, Food Allowance, Flexible Hours",2024-03-15,MNC,False
Junior Business Intelligence Developer,Techlogix,Hybrid (Karachi),Contract,Junior,1.8,235,"ETL, SQL, Flask, Power BI, MLflow, Data Warehouse, Excel, Airflow",Masters,"We are hiring a Junior Business Intelligence Developer to join our team. 
        Required skills: ETL, SQL, Flask, Power BI, MLflow, Data Warehouse, Excel, Airflow.
        Experience required: 1.8+ years.
        This is a Freelance position.
        Education: Masters preferred.","Health Insurance, Performance Bonus, Stock Options, Professional Development",2025-02-04,Tier1,False
NLP Engineer,Techlogix,Remote,Contract,Mid,4.0,575,"Hugging Face, PyTorch, NLP, Python, LLMs, BERT",PhD,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, PyTorch, NLP, Python, LLMs, BERT.
        Experience required: 4.0+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Transport Allowance, Health Insurance, Medical Coverage",2024-11-23,Tier1,True
Data Analyst,Folio3,Islamabad,Full-time,Mid,3.5,270,"AWS, SQL, Power BI, PyTorch, Python, Excel, Docker, Data Visualization",PhD,"We are hiring a Data Analyst to join our team. 
        Required skills: AWS, SQL, Power BI, PyTorch, Python, Excel, Docker, Data Visualization.
        Experience required: 3.5+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Flexible Hours, Professional Development",2025-03-11,Tier1,False
Business Intelligence Developer,Netsol,Rawalpindi,Freelance,Mid,2.3,240,"ETL, Kubernetes, FastAPI, TensorFlow, SQL, Power BI, Data Warehouse, Excel",Bachelors,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, Kubernetes, FastAPI, TensorFlow, SQL, Power BI, Data Warehouse, Excel.
        Experience required: 2.3+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Flexible Hours, Medical Coverage, Stock Options, Professional Development",2024-08-29,MNC,False
Data Analyst,Techlogix,Islamabad,Contract,Mid,3.2,230,"TensorFlow, SQL, Power BI, PyTorch, Excel, Python, LLMs, Data Visualization",Masters,"We are hiring a Data Analyst to join our team. 
        Required skills: TensorFlow, SQL, Power BI, PyTorch, Excel, Python, LLMs, Data Visualization.
        Experience required: 3.2+ years.
        This is a Contract position.
        Education: PhD preferred.","Stock Options, Food Allowance",2025-02-16,Tier1,False
Data Analyst,Systems Ltd,Islamabad,Freelance,Junior,1.2,245,"Node.js, Kubernetes, SQL, Power BI, PyTorch, Python, Excel, Data Visualization",Not Specified,"We are hiring a Data Analyst to join our team. 
        Required skills: Node.js, Kubernetes, SQL, Power BI, PyTorch, Python, Excel, Data Visualization.
        Experience required: 1.2+ years.
        This is a Full-time position.
        Education: Masters preferred.","Performance Bonus, Annual Bonus",2024-07-16,MNC,False
Data Scientist,Folio3,Hybrid (Islamabad),Freelance,Junior,1.8,390,"SQL, MLflow, Python, LLMs, Statistics, Machine Learning, BERT, Data Visualization",Not Specified,"We are hiring a Data Scientist to join our team. 
        Required skills: SQL, MLflow, Python, LLMs, Statistics, Machine Learning, BERT, Data Visualization.
        Experience required: 1.8+ years.
        This is a Freelance position.
        Education: Masters preferred.","Annual Bonus, Transport Allowance, Stock Options",2024-09-22,Tier1,True
Data Scientist,Techlogix,Hybrid (Lahore),Freelance,Mid,3.6,535,"AWS, SQL, Python, React, Statistics, Machine Learning, MongoDB, Data Visualization",Bachelors,"We are hiring a Data Scientist to join our team. 
        Required skills: AWS, SQL, Python, React, Statistics, Machine Learning, MongoDB, Data Visualization.
        Experience required: 3.6+ years.
        This is a Full-time position.
        Education: PhD preferred.","Remote Work, Food Allowance, Transport Allowance, Annual Bonus, Stock Options",2024-11-20,Tier1,True
AI Research Engineer,Netsol,Multan,Contract,Mid,2.8,410,"Flask, PyTorch, MLflow, Python, Docker, BERT",Bachelors,"We are hiring a AI Research Engineer to join our team. 
        Required skills: Flask, PyTorch, MLflow, Python, Docker, BERT.
        Experience required: 2.8+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Annual Bonus, Health Insurance",2024-09-22,MNC,True
DevOps Engineer,10Pearls,Multan,Freelance,Junior,0.5,275,"Kubernetes, AWS, TensorFlow, Flask, MLflow, CI/CD, Docker, Linux",Not Specified,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, TensorFlow, Flask, MLflow, CI/CD, Docker, Linux.
        Experience required: 0.5+ years.
        This is a Contract position.
        Education: Masters preferred.","Stock Options, Annual Bonus, Flexible Hours, Medical Coverage, Performance Bonus",2024-05-13,MNC,False
Business Intelligence Developer,Techlogix,Hybrid (Islamabad),Freelance,Mid,2.5,180,"ETL, Kubernetes, SQL, Flask, Power BI, Data Warehouse, Excel, React",PhD,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, Kubernetes, SQL, Flask, Power BI, Data Warehouse, Excel, React.
        Experience required: 2.5+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Remote Work, Performance Bonus, Food Allowance, Transport Allowance, Flexible Hours",2024-12-23,Tier1,False
Lead Data Analyst,Contour,Lahore,Full-time,Junior,1.5,225,"Kubernetes, FastAPI, SQL, Flask, Excel, Python, Git, Data Visualization",Bachelors,"We are hiring a Lead Data Analyst to join our team. 
        Required skills: Kubernetes, FastAPI, SQL, Flask, Excel, Python, Git, Data Visualization.
        Experience required: 1.5+ years.
        This is a Full-time position.
        Education: Masters preferred.","Food Allowance, Performance Bonus, Professional Development, Flexible Hours, Health Insurance",2024-02-23,Tier2,False
Data Analyst,Systems Ltd,Hybrid (Karachi),Full-time,Mid,3.4,310,"Node.js, SQL, Power BI, Excel, Python, Docker, Git, Data Visualization",PhD,"We are hiring a Data Analyst to join our team. 
        Required skills: Node.js, SQL, Power BI, Excel, Python, Docker, Git, Data Visualization.
        Experience required: 3.4+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Medical Coverage, Remote Work, Annual Bonus, Transport Allowance",2025-03-20,MNC,False
Data Analyst,Folio3,Karachi,Full-time,Mid,4.0,250,"Node.js, FastAPI, SQL, Power BI, Python, Excel, BERT, Data Visualization",Bachelors,"We are hiring a Data Analyst to join our team. 
        Required skills: Node.js, FastAPI, SQL, Power BI, Python, Excel, BERT, Data Visualization.
        Experience required: 4.0+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Remote Work, Food Allowance",2024-07-21,Tier1,False
